no,stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt
24,487915A001,포천시 신북면,2016-12-24,-2.9,-1.1,-5,85.7,99,0.5,0,23,0.4,,-2.9,,
24,635821A001,창녕군 대지면,2016-12-24,1.5,5.4,-2.5,66.2,347.6,1.7,0,395,7.4,0,1.7,6.72,
24,742290A001,상주시 초산동,2016-12-24,-0.7,2.6,-3,66.9,212.9,0.5,0,1,6.1,0,-0.4,6.62,38.6
24,534833E001,무안군 청계면,2016-12-24,,,,73.2,6.3,1.3,0,373,9.1,,,,
24,539823A001,진도군 군내면,2016-12-24,3.8,6.3,-0.3,71.7,231.3,1.5,0,331,8.6,37,,9.05,29.5
25,539823A001,진도군 군내면,2016-12-25,3.5,10.2,-3.8,83.4,96.6,0.8,0,310,8.3,696,,8.45,28.9
25,330846A001,천안시 목천읍,2016-12-25,-1.2,5.7,-7.4,86.8,89.4,0.3,0,,28.3,0,-1.4,3.56,
25,536824B002,해남군 옥천면,2016-12-25,3.8,11.6,-4.6,83.4,114.9,0.2,0.6,,8.7,,,6.91,21.2
25,627911A001,밀양시 상남면,2016-12-25,4.8,11.5,-0.8,78.6,249.6,1,0,432,9.1,13,,7.27,29.6
25,487915A001,포천시 신북면,2016-12-25,-1.4,5,-7.1,91.5,112.6,0.8,0,443,11.1,,-1.4,,
25,037268B004,상주시 공성면,2016-12-25,-0.6,7,-6.4,81.1,62.1,0.1,0,376,7.3,24,,5.96,
25,660985B001,진주시 초전동,2016-12-25,3.8,11,-2.5,85.5,39.8,0.5,0,,8.5,0,,5.53,
25,590823A001,남원시 이백면,2016-12-25,2.4,11.1,-4.5,84.1,231.4,0.3,0,485,9.8,29,2.5,6.45,23
25,269811A001,철원군 동송읍,2016-12-25,-1.4,3.6,-6.1,87.6,264.8,1,0.5,,8.8,30,-0.4,3.4,
25,429843A001,시흥시 하중동,2016-12-25,0.9,6.7,-4.5,81.8,284.1,0.1,0,225,7.1,,,,
25,742290A001,상주시 초산동,2016-12-25,0.7,7.9,-4.9,80.8,107,0.3,0,14,7.6,84,0.6,5.97,37.9
25,635821A001,창녕군 대지면,2016-12-25,3.1,10.2,-2.8,79.3,15.7,0.7,0,418,7,0,3,6.3,
25,618803A001,부산시 강서구,2016-12-25,5.3,11.8,-0.8,87.3,116.7,0.9,0,,9.4,0,,7.69,
25,534833E001,무안군 청계면,2016-12-25,,,,78.6,44.9,0.7,0,309,8.5,,,,
25,714902A001,청도군 화양읍,2016-12-25,3.7,12.1,-2.5,79.5,236.3,0.1,0,436,9.6,0,3.5,6,
26,269811A001,철원군 동송읍,2016-12-26,0.6,3.2,-1.4,89.3,269.5,0.8,0,,2.1,0,0.7,3.26,
26,487915A001,포천시 신북면,2016-12-26,0.8,3.5,-1.9,93.3,118.1,0.5,0,21,0.4,,0.8,,
26,618803A001,부산시 강서구,2016-12-26,7,7.8,6.2,99.2,282.8,1,26,,1.2,1094,,8.02,
26,590823A001,남원시 이백면,2016-12-26,5.5,7.6,3.5,96.3,276.6,0.4,12.5,0,1.4,746,5.3,7.04,23.7
26,330846A001,천안시 목천읍,2016-12-26,2,3.5,0.4,94.1,150.3,0.2,0,,15.4,0,1.8,4.31,
26,539823A001,진도군 군내면,2016-12-26,6.6,8.2,5,95.9,153.6,1.9,20.5,0,1.2,1340,,8.87,34.5
26,627911A001,밀양시 상남면,2016-12-26,6.7,7.8,5.6,93,293.7,1.6,18,0,1.4,1006,,7.86,30.8
26,714902A001,청도군 화양읍,2016-12-26,5.4,6.9,4.1,93.1,281,0.1,13.5,0,1.6,867,5.4,6.88,
26,660985B001,진주시 초전동,2016-12-26,6,6.7,4.9,98.5,9.9,1.2,15,,1.1,819,,6.4,
26,037268B004,상주시 공성면,2016-12-26,2.5,4.1,0.6,90,272.5,0.3,11.4,0,1.2,838,,5.92,
26,429843A001,시흥시 하중동,2016-12-26,3.4,6.6,0.7,81.4,285.9,0.1,0,0,1.5,,,,
26,536824B002,해남군 옥천면,2016-12-26,7.4,9.6,4.8,99.2,305.7,0.6,20.2,,1.1,,,7.85,28.1
26,635821A001,창녕군 대지면,2016-12-26,5.2,5.9,4.4,93.2,338.1,1.5,11.5,0,1.4,699,5.2,6.91,
26,534833E001,무안군 청계면,2016-12-26,,,,88.2,42.6,1.7,4.5,0,0.3,,,,
26,742290A001,상주시 초산동,2016-12-26,2.8,4.7,1.1,92.6,88.3,0.2,12,0,1.4,859,3,5.96,38.3
27,635821A001,창녕군 대지면,2016-12-27,3.8,7,-1.5,58.2,352.3,2.9,0,427,7.1,256,3.6,6.85,
27,534833E001,무안군 청계면,2016-12-27,2.6,4.5,0.6,65.8,326.1,3.4,0,27,3.4,0,1.5,6.01,
27,269811A001,철원군 동송읍,2016-12-27,-2.2,0.6,-6.9,72.9,242.8,2.3,2,,9.5,38,0.6,3.31,
27,590823A001,남원시 이백면,2016-12-27,1.8,4.5,-4.5,72.6,268.5,1.8,0.5,376,9.9,279,1.8,7.24,25
27,429843A001,시흥시 하중동,2016-12-27,0.2,3.1,-4.2,62.6,291.6,2.2,0.5,298,8.7,,,,
27,536824B002,해남군 옥천면,2016-12-27,3.7,6.2,0.3,68.6,296.2,2.4,0,,5.6,,,7.18,23.7
27,539823A001,진도군 군내면,2016-12-27,3.5,6.1,1.4,67.5,256.2,3.8,0,31,3.8,105,,8.61,31.6
27,618803A001,부산시 강서구,2016-12-27,4.9,7.8,0.1,67,298.6,3.6,2.5,,10.5,536,,8.07,
27,487915A001,포천시 신북면,2016-12-27,-2.2,0.4,-8.8,73.9,92.7,1.3,0.5,512,20.5,,-2.2,,
27,742290A001,상주시 초산동,2016-12-27,1.7,4.7,-3.5,61.4,262.2,2,0,105,8.6,110,1.7,6.23,39.1
27,660985B001,진주시 초전동,2016-12-27,4.2,6.4,-2.1,64.4,338.7,3.4,1,,10.4,331,,6.37,
27,714902A001,청도군 화양읍,2016-12-27,3,6.4,-2.3,59.3,294.5,1.5,0.5,362,10.4,215,2.9,6.84,
27,330846A001,천안시 목천읍,2016-12-27,-0.4,1.7,-6.3,66.1,134.7,0.9,0,,27.1,76,-0.5,4.2,
27,037268B004,상주시 공성면,2016-12-27,1.1,3.6,-3.6,61.3,272.8,2.8,0.2,338,7.9,0,,6.03,
27,627911A001,밀양시 상남면,2016-12-27,4.4,8.6,-1.1,59.4,290.8,3.2,2,435,10.1,279,,7.85,31.8
28,330846A001,천안시 목천읍,2016-12-28,-4,2.6,-10.1,61.3,124.4,0.4,0,,30.3,0,-4.2,2.16,
28,714902A001,청도군 화양읍,2016-12-28,-0.6,7.9,-6.1,58.3,248.3,0.4,0,514,12.2,0,-1.4,4.64,
28,269811A001,철원군 동송읍,2016-12-28,-5.5,1,-10.3,72.1,255.3,1.6,0.5,,10.4,0,-0.9,3.17,
28,536824B002,해남군 옥천면,2016-12-28,1.2,7.2,-3,65.3,314.9,0.8,0,,11.2,,,5.91,21.6
28,534833E001,무안군 청계면,2016-12-28,0.2,5.1,-3.2,73.5,8,1.1,0,522,12.6,0,-0.5,4.93,
28,487915A001,포천시 신북면,2016-12-28,-5.9,1.7,-11.7,72.5,158.5,0.6,0,518,19.3,,-5.9,,
28,429843A001,시흥시 하중동,2016-12-28,-3.2,2.3,-8.2,60.8,273.5,0.5,0,313,8.6,,,,
28,742290A001,상주시 초산동,2016-12-28,-2,5.2,-7.7,55.4,241,0.8,0,97,9.6,0,-2,5.54,38.8
28,539823A001,진도군 군내면,2016-12-28,1.2,5.7,-2.1,68.8,205.4,1.6,0,485,12.1,25,,7.61,30.2
28,618803A001,부산시 강서구,2016-12-28,1.5,7.5,-2.9,66.5,272.5,1.3,0,,11.6,0,,7.11,
28,037268B004,상주시 공성면,2016-12-28,-2.5,4.9,-9.3,56.6,274,0.6,0,483,9.5,0,,5.51,
28,627911A001,밀양시 상남면,2016-12-28,0.7,9.1,-3.9,59.6,262.8,1.3,0,521,11,0,,6.23,30.8
28,635821A001,창녕군 대지면,2016-12-28,-0.5,7.4,-5,61.1,345.8,1.1,0,533,8.8,0,-0.8,5.39,
28,590823A001,남원시 이백면,2016-12-28,-2.6,5.6,-8.2,72.8,166.3,0.3,0,516,12.4,0,-1.9,5.45,23.4
28,660985B001,진주시 초전동,2016-12-28,0.1,7.4,-5.6,68.5,39.6,1.1,0,,10.9,0,,4.22,
29,037268B004,상주시 공성면,2016-12-29,-2.4,0.8,-6.6,54.3,271.9,2,0,410,9,0,,4.92,
29,536824B002,해남군 옥천면,2016-12-29,1.1,4.2,-3.3,73.5,303.5,1.2,0.3,,4.6,,,5.23,21
29,330846A001,천안시 목천읍,2016-12-29,-3.5,-0.4,-6.3,63,149.9,0.6,0,,29.3,0,-3.7,1.79,
29,635821A001,창녕군 대지면,2016-12-29,-0.5,3.9,-5,56.4,12.1,1.5,0,499,8.2,0,-1,4.67,
29,660985B001,진주시 초전동,2016-12-29,0.8,4.7,-3.1,60.2,345.9,2.1,0,,10.7,0,,3.88,
29,539823A001,진도군 군내면,2016-12-29,2.4,4.3,0,69.4,255.3,2.6,1.5,164,5.7,184,,7.15,29.9
29,269811A001,철원군 동송읍,2016-12-29,-4.6,-2,-8,58.9,232.5,2.4,0,,10.7,0,-1.2,2.89,
29,714902A001,청도군 화양읍,2016-12-29,-0.7,3.7,-4,50.7,274.1,0.9,0,479,12.3,0,-1.4,3.76,
29,590823A001,남원시 이백면,2016-12-29,-2.6,1.8,-6.5,74,284.3,0.8,0,315,8.6,180,-2.7,4.59,22.7
29,742290A001,상주시 초산동,2016-12-29,-1.5,2.1,-5.9,51,256.8,1.8,0,99,9.6,0,-1.6,4.73,38.3
29,618803A001,부산시 강서구,2016-12-29,1.9,5.3,-0.7,53.1,289.9,2.6,0,,11.5,0,,6.54,
29,534833E001,무안군 청계면,2016-12-29,0.5,3.8,-2.3,82.5,351.4,1.4,0,56,5.1,0,-0.6,4.28,
29,487915A001,포천시 신북면,2016-12-29,-5.2,-1.4,-9,66.4,89.1,0.9,0,539,22.1,,-5.2,,
29,429843A001,시흥시 하중동,2016-12-29,-2.8,-0.5,-5.9,60.2,289.6,1.7,0.5,325,9.2,,,,
29,627911A001,밀양시 상남면,2016-12-29,0.2,5.7,-4,54,280.5,1.5,0,438,9.6,0,,5.41,30.3
30,627911A001,밀양시 상남면,2016-12-30,-0.3,7.8,-5.4,45.8,262.6,1.3,0,523,11.5,0,,4.53,30.1
30,429843A001,시흥시 하중동,2016-12-30,-3.2,3.2,-9.6,69.2,158.8,0.3,0,245,7.7,,,,
30,539823A001,진도군 군내면,2016-12-30,1,6.4,-3.3,67.7,143.9,1.3,0,489,11.9,161,,6.77,29.7
30,536824B002,해남군 옥천면,2016-12-30,-0.7,6.2,-5.6,72.2,306.2,0.5,0,,11.6,,,4.51,20.4
30,269811A001,철원군 동송읍,2016-12-30,-5.9,-0.1,-12,77,101.9,0.8,0,,7.9,0,-1.6,2.66,
30,534833E001,무안군 청계면,2016-12-30,0,5.7,-3.3,76.3,28.5,1.3,0,498,12.3,0,-0.9,3.95,
30,714902A001,청도군 화양읍,2016-12-30,-1.7,7,-7.6,48.7,284.7,0.4,0,509,13.1,0,-2.3,3.04,
30,635821A001,창녕군 대지면,2016-12-30,-2,5.5,-7.8,59.7,347.9,1.2,0,537,9.2,0,-2.6,3.84,
30,487915A001,포천시 신북면,2016-12-30,-6,0.2,-13.5,73.2,240.8,0.5,0,352,8.2,,-6,,
30,742290A001,상주시 초산동,2016-12-30,-1.9,5.6,-7.7,58.2,237,0.7,0,105,9.6,0,-2.1,4.29,37.5
30,037268B004,상주시 공성면,2016-12-30,-3.3,3.9,-9,64.8,269.3,0.9,0,476,9.2,0,,4.39,
30,330846A001,천안시 목천읍,2016-12-30,-3.7,3.2,-10.5,66.1,121.2,0.4,0,,29.1,0,-3.9,1.4,
30,660985B001,진주시 초전동,2016-12-30,-0.6,7.6,-6.5,59.4,114.4,0.5,0,,11.1,0,,2.9,
30,590823A001,남원시 이백면,2016-12-30,-3.2,4.9,-9.1,72.4,274.8,0.4,0,496,11.4,0,-2.7,3.82,22.2
30,618803A001,부산시 강서구,2016-12-30,0.8,6,-2.8,50,268.4,2.3,0,,12.2,0,,5.9,
31,714902A001,청도군 화양읍,2016-12-31,0.1,7.6,-5.8,74.3,310,0.5,0,382,9.3,0,-0.7,2.69,
31,660985B001,진주시 초전동,2016-12-31,0.4,9.2,-6,82,160.3,0.5,0,,9.6,23,,2.65,
31,590823A001,남원시 이백면,2016-12-31,-0.2,6.5,-5.3,82.5,86.3,0.1,0,243,6.4,0,-0.3,3.43,21.8
31,742290A001,상주시 초산동,2016-12-31,0.8,5.7,-3.9,76,214,0.7,0,0,5.8,100,0.5,3.99,37.4
31,536824B002,해남군 옥천면,2016-12-31,1.7,9.2,-6.5,84,329.1,0.3,0,,9,,,4.47,20
31,627911A001,밀양시 상남면,2016-12-31,1.4,9.1,-4.1,72.8,270.3,0.9,0,389,8.9,37,,4.26,29.8
31,534833E001,무안군 청계면,2016-12-31,1.5,8.4,-3.7,88.2,44.8,0.9,0,179,6.5,0,0.7,3.74,
31,618803A001,부산시 강서구,2016-12-31,2.6,8.8,-2.5,72.1,275.9,2,0,,10.5,0,,5.43,
31,269811A001,철원군 동송읍,2016-12-31,-1.2,3.7,-5,83.5,208.1,0.3,0,,5.7,0,-0.6,2.5,
31,635821A001,창녕군 대지면,2016-12-31,0.5,8.2,-5.9,75.2,1.1,0.7,0,430,7.8,0,0.3,3.62,
31,429843A001,시흥시 하중동,2016-12-31,1.1,7.2,-4.1,83.2,118.7,0.2,0,27,5.3,,,,
31,037268B004,상주시 공성면,2016-12-31,-1.3,4.7,-6.1,83.2,278.5,0.3,0,112,4,36,,4.04,
31,330846A001,천안시 목천읍,2016-12-31,0.1,4.9,-4.1,81.3,89.9,0.3,0,,21.5,0,-0.1,1.51,
31,539823A001,진도군 군내면,2016-12-31,1.9,9.6,-4.8,85.2,271.8,0.7,0,258,8.1,440,,6.31,29.2
31,487915A001,포천시 신북면,2016-12-31,-1.5,4.4,-6,87.1,256.9,0.5,0,339,2.3,,-1.5,,
1,534833E001,무안군 청계면,2017-01-01,4,12.1,-0.6,89.2,40.6,0.8,0,356,9.6,0,3.2,4.97,
1,590823A001,남원시 이백면,2017-01-01,1.7,10.6,-3.5,85.2,277.6,0.3,0,440,10.1,92,1.5,3.65,21.8
1,429843A001,시흥시 하중동,2017-01-01,2.9,9.7,-2.8,86.2,168.9,0.2,0,66,5.3,,,,
1,539823A001,진도군 군내면,2017-01-01,4.3,12.1,-1.1,86.2,197.7,0.7,0,449,10.1,866,,6.81,28.8
1,618803A001,부산시 강서구,2017-01-01,3.4,10.5,-2.2,83.4,269.4,1.5,0,,11.1,87,,5.35,
1,330846A001,천안시 목천읍,2017-01-01,2.2,7.9,-1.9,86.1,100.2,0.2,0,,21.6,0,1.8,2.14,
1,714902A001,청도군 화양읍,2017-01-01,1.3,11.1,-4.7,78.5,229.1,0.3,0,385,10.2,42,0.9,2.8,
1,742290A001,상주시 초산동,2017-01-01,1.5,10.1,-3.4,82.1,230.7,0.5,0,42,7.3,356,1.3,3.88,37.3
1,487915A001,포천시 신북면,2017-01-01,-0.2,6.1,-6.2,94.4,254.8,0.3,0,242,0.9,,-0.2,,
1,660985B001,진주시 초전동,2017-01-01,1.9,10.7,-4.3,86.6,160.9,0.3,0,,9.8,76,,3.09,
1,536824B002,해남군 옥천면,2017-01-01,3.7,11.9,-2.6,86.7,317.4,0.3,0,,9.5,,,5.41,19.7
1,037268B004,상주시 공성면,2017-01-01,0.2,9.1,-5.6,82.3,278.6,0.5,0,371,7.3,51,,4.04,
1,269811A001,철원군 동송읍,2017-01-01,-0.1,5.5,-5.2,88.2,92.1,0.7,0,,4.9,0,-0.5,2.38,
1,627911A001,밀양시 상남면,2017-01-01,2.4,12.3,-3.1,80.5,216,0.7,0,414,9.7,136,,4.53,29.7
1,635821A001,창녕군 대지면,2017-01-01,1.2,10.4,-4.5,83.5,343.1,0.4,0,376,7.9,96,0.9,3.96,
2,539823A001,진도군 군내면,2017-01-02,7.6,13.9,1.8,86.5,266.5,1.1,0,296,7.9,415,,7.39,28.5
2,534833E001,무안군 청계면,2017-01-02,7.3,14.1,1.7,89.4,8.5,0.9,0,320,9.1,0,6.4,6.15,
2,660985B001,진주시 초전동,2017-01-02,4.8,13.7,-1.7,85.4,161.6,0.4,0,,8.9,0,,4.06,
2,429843A001,시흥시 하중동,2017-01-02,6.4,10,2.1,84.3,272.4,0.8,1,70,5.2,,,,
2,536824B002,해남군 옥천면,2017-01-02,7.5,14.4,1.1,86.3,298.8,0.5,0,,8.1,,,6.02,19.5
2,627911A001,밀양시 상남면,2017-01-02,5.5,15.3,-1.3,76.1,205.7,0.8,0,472,9.8,270,,5.25,29.5
2,330846A001,천안시 목천읍,2017-01-02,4.2,10.7,-0.3,85,127.7,0.3,0,,18.3,0,3.9,3.41,
2,635821A001,창녕군 대지면,2017-01-02,4.2,13.7,-1.9,81.2,270.5,0.5,0,461,8.1,0,3.8,4.59,
2,714902A001,청도군 화양읍,2017-01-02,3.4,13.4,-2.8,78.1,266.8,0.3,0,400,10,0,2.4,3.35,
2,618803A001,부산시 강서구,2017-01-02,6.2,13.5,0,81.4,275.9,1.4,0,,10.7,0,,5.63,
2,742290A001,상주시 초산동,2017-01-02,3.5,11,-3.2,78.7,248.3,1.2,0,41,6.2,260,3.3,3.96,37.3
2,269811A001,철원군 동송읍,2017-01-02,3.4,7.4,-1.1,85.1,244.1,1.6,0,,3.3,0,0.6,2.3,
2,037268B004,상주시 공성면,2017-01-02,3.1,10.3,-4,78.6,263.6,1.1,0,124,1.2,80,,4.22,
2,487915A001,포천시 신북면,2017-01-02,4.2,8.2,-0.8,90.8,249,1,0,300,2,,4.2,,
2,590823A001,남원시 이백면,2017-01-02,3.7,11.3,-1.9,88.3,97.4,0.1,0,173,6.8,311,3.2,4.27,21.7
3,590823A001,남원시 이백면,2017-01-03,2.2,10,-2.8,79.2,193.9,0.5,0,497,10.9,111,1.8,4.61,21.6
3,618803A001,부산시 강서구,2017-01-03,5.4,11,-0.3,69.5,275,1.8,0,,11.6,0,,5.88,
3,536824B002,해남군 옥천면,2017-01-03,4.9,10.7,-1.6,79.3,299.5,0.7,0,,10.3,,,6.24,19.2
3,660985B001,진주시 초전동,2017-01-03,2.9,11.9,-3.2,81.2,181.3,0.4,0,,10.1,125,,3.99,
3,269811A001,철원군 동송읍,2017-01-03,-0.4,5.6,-5.1,79.1,124,1.1,0,,8,114,-0.3,2.28,
3,429843A001,시흥시 하중동,2017-01-03,1.7,7.6,-3.3,78.9,268.3,0.5,0,306,8.1,,,,
3,534833E001,무안군 청계면,2017-01-03,3.9,10.1,-1,88,326.7,0.6,0,497,11.3,0,2.9,6.25,
3,714902A001,청도군 화양읍,2017-01-03,1.7,11.6,-5.5,70.3,233.8,0.3,0,513,12.3,70,0.8,3.55,
3,627911A001,밀양시 상남면,2017-01-03,3.9,13.2,-2.2,68.8,269.4,0.9,0,509,10.7,372,,5.67,29.3
3,635821A001,창녕군 대지면,2017-01-03,1.8,11,-4.1,76.4,31.3,0.5,0,495,8.8,132,0.8,4.77,
3,487915A001,포천시 신북면,2017-01-03,-0.7,7.1,-6.5,83.4,238.2,0.4,0,514,15.4,,-0.7,,
3,742290A001,상주시 초산동,2017-01-03,3.7,9.7,-1.5,62.2,225.7,1.2,0,76,9.1,0,3,4.42,37.2
3,539823A001,진도군 군내면,2017-01-03,5.2,10.2,-1.6,78.9,269.1,1.3,0,459,11.1,336,,7.9,28.2
3,037268B004,상주시 공성면,2017-01-03,2.8,8.7,-3,61.8,270.5,1.2,0,477,0.9,0,,4.63,
3,330846A001,천안시 목천읍,2017-01-03,2.3,8.6,-2.8,77,154.8,0.4,0,,24.8,49,2,3.71,
4,714902A001,청도군 화양읍,2017-01-04,1,11.3,-5.4,76.1,247.9,0.3,0,360,8.6,0,-0.3,3.23,
4,487915A001,포천시 신북면,2017-01-04,1.1,7.7,-3.3,78.7,96.1,0.5,0,539,17.5,,1.1,,
4,536824B002,해남군 옥천면,2017-01-04,2.6,11.8,-3.9,89.9,303.2,0.4,0.1,,9.1,,,5.46,18.9
4,429843A001,시흥시 하중동,2017-01-04,3.1,10,-1.1,76.9,274.1,0.4,0,320,8.4,,,,
4,269811A001,철원군 동송읍,2017-01-04,0.9,8,-3.2,81.4,267.1,0.9,0,,9.7,0,0,2.27,
4,618803A001,부산시 강서구,2017-01-04,4.4,11,-1.3,75.6,336.1,1.4,0,,9,0,,5.6,
4,590823A001,남원시 이백면,2017-01-04,1.2,10,-4.3,85,273.8,0.1,0,250,6.6,32,0.5,4.28,21.4
4,660985B001,진주시 초전동,2017-01-04,2,11.6,-4.3,86.8,156.2,0,0,,7.4,106,,3.63,
4,534833E001,무안군 청계면,2017-01-04,3.2,11.1,-1.4,94.4,25.1,0.7,0,234,7.6,0,2.4,5.39,
4,330846A001,천안시 목천읍,2017-01-04,2.8,9.6,-2.5,72.8,231.6,0.4,0,,22.9,0,2.6,3.79,
4,742290A001,상주시 초산동,2017-01-04,4.3,10.8,-1.3,67.3,224.2,1.2,0,32,7.4,0,3.8,4.64,37.1
4,539823A001,진도군 군내면,2017-01-04,3.4,11.6,-2.8,90.8,271.6,0.8,0,372,8.4,526,,7.2,27.8
4,635821A001,창녕군 대지면,2017-01-04,0.6,10.5,-5.1,82.5,11.8,0.3,0,328,6.3,86,-0.3,4.3,
4,627911A001,밀양시 상남면,2017-01-04,2.5,11.4,-3.2,73.9,240.7,0.8,0,394,7.5,0,,5.17,29.2
4,037268B004,상주시 공성면,2017-01-04,1.6,9.9,-4.3,74.7,268.2,0.6,0,331,6.7,7,,4.67,
5,590823A001,남원시 이백면,2017-01-05,4,10.4,-2.1,80.2,29,1,0,108,5.5,116,3.6,4.38,21.3
5,487915A001,포천시 신북면,2017-01-05,1.7,8.5,-4.7,77.1,124.4,0.6,0,474,2.3,,1.7,,
5,742290A001,상주시 초산동,2017-01-05,2.5,8.1,-2.9,76.1,114,0.4,0,0,4.7,254,2.5,4.84,37.1
1,063057B009,제주시 애월읍,2017-01-05,9.9,12.2,6.1,91.8,,0,1,,5,36,9.4,,
5,618803A001,부산시 강서구,2017-01-05,5.8,10.2,0.5,85.1,47.5,3,0,,6.5,0,,5.73,
5,714902A001,청도군 화양읍,2017-01-05,2.8,8.6,-3.6,82.7,54.4,0.8,0,8,4.4,0,2.4,3.38,
5,536824B002,해남군 옥천면,2017-01-05,6.2,10.8,1.3,83.8,121.4,0.3,0.4,,3.3,,,5.85,18.8
5,269811A001,철원군 동송읍,2017-01-05,1.5,6.6,-3.5,75.4,320.6,2.9,0,,6.1,0,0,2.3,
5,627911A001,밀양시 상남면,2017-01-05,5,11,-1.1,76.6,289.2,1.5,0,131,4.7,70,,5.15,29.1
5,635821A001,창녕군 대지면,2017-01-05,3.7,9.7,-2.7,79.6,35.5,1.6,0,165,5,79,3.4,4.33,
5,037268B004,상주시 공성면,2017-01-05,1.1,5.9,-4.4,79.6,74,0.1,0,34,3.6,39,,4.59,
5,660985B001,진주시 초전동,2017-01-05,4.2,10.4,-2.6,85.1,34.4,1.3,0,,5.6,97,,3.92,
5,539823A001,진도군 군내면,2017-01-05,6.9,10,2.4,72.6,95.5,1.5,0.5,0,4.3,247,,7.43,27.6
5,429843A001,시흥시 하중동,2017-01-05,4.4,8.6,-1.2,67.6,96.6,1,0,0,4.2,,,,
5,330846A001,천안시 목천읍,2017-01-05,3.2,8.4,-2.4,70.8,87.6,0.6,0,,21.5,0,3,3.71,
5,534833E001,무안군 청계면,2017-01-05,6.7,10.9,0.6,74.7,62.1,0.8,0,0,4,0,4.9,5.58,
6,429843A001,시흥시 하중동,2017-01-06,6.4,11.4,0.2,68.4,122.2,0.9,0,220,7.4,,,,
6,627911A001,밀양시 상남면,2017-01-06,6.5,12.2,0,68.4,284.2,1.6,0,313,8.4,20,,6.2,29
6,635821A001,창녕군 대지면,2017-01-06,5.4,10.5,-0.6,74.1,2.9,1.1,0,381,8.1,0,5,5.43,
6,539823A001,진도군 군내면,2017-01-06,7.2,12.6,0.8,75.1,110.5,1.9,0,254,7.5,333,,8.08,27.5
6,742290A001,상주시 초산동,2017-01-06,3.8,8.9,-2.4,74.1,92.1,0.4,0,17,6.5,175,3.9,5.32,36.8
6,534833E001,무안군 청계면,2017-01-06,7.9,13.6,1.5,78.1,58.8,1,0.5,448,10.9,0,6.5,7.22,
6,660985B001,진주시 초전동,2017-01-06,6.2,11.1,-0.3,79.1,26.6,1.6,0,,10.1,0,,5.45,
6,618803A001,부산시 강서구,2017-01-06,7.1,10.3,3.2,69.1,50.6,2.8,0,,8.7,0,,6.32,
6,590823A001,남원시 이백면,2017-01-06,7.1,12.3,0.6,67.1,20,1.8,0,507,10.7,0,6.9,5.57,21.4
2,063057B009,제주시 애월읍,2017-01-06,9.5,12.5,7.8,78.5,,0,0.5,,11.7,97,9.8,,
6,487915A001,포천시 신북면,2017-01-06,3.1,10,-2.1,79.7,149.3,0.3,0,547,17.4,,3.1,,
6,330846A001,천안시 목천읍,2017-01-06,5.4,10.9,0.6,67.5,88.7,0.5,0,,22.1,0,5.1,4.98,
6,037268B004,상주시 공성면,2017-01-06,2.5,8.3,-3.8,78.8,75.7,0.3,0,201,6,32,,4.83,
6,714902A001,청도군 화양읍,2017-01-06,4.7,8.9,-1.6,72.8,258.9,0.7,0,273,8,0,3.7,4.64,
6,536824B002,해남군 옥천면,2017-01-06,7.3,12.7,0.3,75.7,117.6,0.6,0.1,,9,,,6.71,18.7
6,269811A001,철원군 동송읍,2017-01-06,2.9,8.7,-1.8,77.5,288.7,0.9,0,,10.1,0,1.7,2.4,
7,660985B001,진주시 초전동,2017-01-07,3.5,9.6,-3.2,86.1,53.6,0.4,0,,5.7,145,,4.61,
7,534833E001,무안군 청계면,2017-01-07,6.2,10.5,1.2,84.6,37.4,1,0,44,5,0,4.9,6.41,
7,536824B002,해남군 옥천면,2017-01-07,5.7,11.4,-1.4,84.2,116.2,0.2,0.4,,4.3,,,6.25,18.5
7,429843A001,시흥시 하중동,2017-01-07,3.7,10.9,-1.2,82.7,274,0.3,0,274,7.7,,,,
7,269811A001,철원군 동송읍,2017-01-07,1.2,8.6,-3.5,83.3,270.3,1,0,,8.5,119,0.7,2.81,
7,037268B004,상주시 공성면,2017-01-07,-0.5,6.1,-5.5,86.5,60.9,0.1,0,130,5.3,98,,4.8,
7,627911A001,밀양시 상남면,2017-01-07,4.1,9.6,-2.3,77.5,272.5,1,0,154,5.9,288,,5.83,28.8
7,487915A001,포천시 신북면,2017-01-07,1.4,10.1,-4.3,85.5,150.3,0.4,0,519,11.3,,1.4,,
3,063057B009,제주시 애월읍,2017-01-07,9.7,11.7,7.7,87.6,,0,9,,3.3,308,9.4,,
7,330846A001,천안시 목천읍,2017-01-07,2.3,8.8,-3.1,81.1,120.3,0.2,0,,22.8,81,2,4.29,
7,635821A001,창녕군 대지면,2017-01-07,2.7,8.5,-3.7,81.6,347,0.8,0,124,4.9,141,2.6,5.16,
7,618803A001,부산시 강서구,2017-01-07,5.6,10.6,-0.8,83.2,46.7,1.4,0,,6.9,14,,6.34,
7,742290A001,상주시 초산동,2017-01-07,0.1,6.8,-4.2,87.3,70.1,0.3,0,36,6.1,222,0.3,5.36,36.7
7,714902A001,청도군 화양읍,2017-01-07,2.1,8.9,-4.3,80.4,283.8,0.2,0,148,7.2,74,1.6,4.14,
7,539823A001,진도군 군내면,2017-01-07,5.6,10.7,0.1,84.3,91.3,0.9,1,25,4.1,807,,7.88,27.4
