no,stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt
8,590823A001,남원시 이백면,2020-01-08,4.9,11.6,2.9,86,241.8,2.1,3,0,0.6,1133,4.2,7.71,34
8,627911A001,밀양시 상남면,2020-01-08,9.4,16.4,5.4,67.8,270.5,2.8,0.5,93,5,0,,7.46,30.1
9,269811A001,철원군 동송읍,2020-01-09,-1.9,-0.3,-4.3,79.2,256.1,1.8,0,,8,0,-0.5,2.16,33.8
9,037268B004,상주시 공성면,2020-01-09,1.5,5.3,-2.3,63.8,276.2,1.9,0,410,9.6,0,,4.81,23.1
8,487915A001,포천시 신북면,2020-01-09,-1.9,0.6,-6,74.4,341,0,0,552,15.8,0,,,
9,627911A001,밀양시 상남면,2020-01-09,4.3,8.5,-0.4,64.9,288.5,1.8,0,469,10.7,0,,7,28.9
9,618803A001,부산시 강서구,2020-01-09,5.1,8.6,1.7,20.9,48.3,2.4,0,452,10.3,0,,7.18,15.8
9,536824B002,해남군 옥천면,2020-01-09,3.6,5.7,1.3,72.4,300.2,1.5,0,243,8.1,,,7.18,12.2
9,063057B009,제주시 애월읍,2020-01-09,4.8,5.8,3.4,78.1,,0,0,,3.1,0,5,7.24,23.2
9,534833E001,무안군 청계면,2020-01-09,3.8,5.6,-0.4,78.1,326.9,1.8,0,263,7.9,0,3.7,6.27,28.6
9,590823A001,남원시 이백면,2020-01-09,2,5.4,-2.6,72.3,301.6,1.2,0.5,470,9.5,347,1.6,6.95,30.9
9,429843A001,시흥시 하중동,2020-01-09,-0.1,3.1,-3.5,49.8,315.6,0.9,0,349,13.5,0,,4.05,
9,635821A001,창녕군 대지면,2020-01-09,2.9,7.6,-1.7,70.9,349.7,1.1,0,456,7.7,0,2.3,6.51,25.8
9,539823A001,진도군 군내면,2020-01-09,4.8,6.5,3.7,65.1,249.6,2.3,0,68,6.6,0,,7.89,33.8
9,330846A001,천안시 목천읍,2020-01-09,-0.2,2.6,-3.7,75.4,175.1,0.2,0,,25,0,-0.3,3.04,21.4
9,714902A001,청도군 화양읍,2020-01-09,3.2,7.4,-2.3,63.6,267.3,0.9,0,480,11.9,0,2.2,5.92,31.5
9,660985B001,진주시 초전동,2020-01-09,4,9.1,-0.6,68.8,7.1,2.3,0,,9.3,0,2.5,5.19,34.3
9,742290A001,상주시 초산동,2020-01-09,1.6,5.6,-2.9,59.8,260.9,1.6,0,472,10,8,1.4,0,
10,536824B002,해남군 옥천면,2020-01-10,1.6,10,-4.8,78.2,318.9,0.5,0,427,11.2,,,6.35,5
10,635821A001,창녕군 대지면,2020-01-10,1.1,10.1,-4.2,72.5,41.9,0.7,0,506,9.1,0,0.1,5.6,25.4
10,714902A001,청도군 화양읍,2020-01-10,0.9,10.3,-5.1,70.2,250,0.4,0,503,13.5,11,0.6,4.45,30.2
10,429843A001,시흥시 하중동,2020-01-10,-1,5,-4.6,49.8,43.9,0,0,353,13,0,,3.27,
10,590823A001,남원시 이백면,2020-01-10,-0.4,8.3,-5.2,79.9,209.9,0.5,0,455,9.9,96,-1.5,5.73,28
10,534833E001,무안군 청계면,2020-01-10,1.4,6.8,-2.3,85.9,352.1,0.9,0,495,11.5,0,1.7,5.28,28.2
10,063057B009,제주시 애월읍,2020-01-10,5.3,9,1.3,78.5,,0,0,,11.3,0,6.3,7.07,22.7
10,330846A001,천안시 목천읍,2020-01-10,-1.4,4.7,-5.8,77.2,131.8,0,0,,26.4,0,-1.6,1.7,19.9
10,660985B001,진주시 초전동,2020-01-10,2.2,10,-3.2,73.9,353.4,0.7,0,,10.6,0,1.5,4.19,33.6
10,618803A001,부산시 강서구,2020-01-10,3.1,9.7,-2.1,23.5,72.8,1.1,0,545,10.7,0,,6.17,14.3
10,627911A001,밀양시 상남면,2020-01-10,2.5,10.3,-2,67.2,283.7,1.2,0,498,11.3,11,,6.09,28.4
10,742290A001,상주시 초산동,2020-01-10,0.3,8.5,-4.9,65.2,237.6,0.3,0,499,10.7,19,-0.2,0,
10,037268B004,상주시 공성면,2020-01-10,-0.7,7.8,-6.2,73.2,293.3,0.5,0,458,10.7,20,,4.47,21.9
10,539823A001,진도군 군내면,2020-01-10,3.4,8.7,-0.5,68.4,201.9,1.3,0,530,12.6,167,,7.24,32.6
10,269811A001,철원군 동송읍,2020-01-10,-2.6,3.5,-5.7,85.1,277.1,0.8,0,,8.5,0,-1.6,2.15,33.1
9,487915A001,포천시 신북면,2020-01-10,-3.2,3.5,-7.3,83.2,342.3,0,0,523,11.6,0,,,
11,330846A001,천안시 목천읍,2020-01-11,-0.7,4.8,-5.2,75.9,158.5,0,0,,25.4,0,-0.9,1.42,18.7
11,618803A001,부산시 강서구,2020-01-11,3.3,9.3,-2.2,30.3,65.6,1.6,0,540,11.6,0,,5.71,13.6
11,063057B009,제주시 애월읍,2020-01-11,5.5,6.5,3.8,75,,0,0,,4.4,0,5.7,7.22,22.3
11,534833E001,무안군 청계면,2020-01-11,3.1,7.7,-1.9,79.3,354.6,1.3,0,387,9.9,0,3.2,5.05,27.8
11,539823A001,진도군 군내면,2020-01-11,4.6,9.2,-0.5,64.1,226.9,1.6,0,436,10.8,0,,6.9,31.8
11,590823A001,남원시 이백면,2020-01-11,1.3,7.1,-4.1,74.6,282.8,0.9,0,495,10.8,33,0.7,5.22,26.1
11,536824B002,해남군 옥천면,2020-01-11,2.2,7.8,-4.3,79.7,301,0.9,0,403,10.2,,,5.99,5
10,487915A001,포천시 신북면,2020-01-11,-2.2,3.5,-6.5,77.9,316.2,0.2,0,540,15,0,,,
11,742290A001,상주시 초산동,2020-01-11,1.1,7.7,-3.5,59.5,171.8,0.4,0,508,10.7,0,0.5,0,
11,627911A001,밀양시 상남면,2020-01-11,3.4,9.5,-1.7,61.9,265,1.7,0,505,11.4,0,,5.6,28
11,037268B004,상주시 공성면,2020-01-11,-0.2,5.9,-5.5,71.4,274.2,0.7,0,465,10.4,20,,4.12,21.5
11,635821A001,창녕군 대지면,2020-01-11,2,8.2,-3.4,68.7,358.8,1.4,0,517,8.9,0,1,5.13,25.1
11,269811A001,철원군 동송읍,2020-01-11,-1.6,3,-4.9,81,280.7,1.2,0.5,,9.3,0,-1.3,2.1,32.7
11,714902A001,청도군 화양읍,2020-01-11,1.9,8.8,-3.8,64.9,272.3,0.7,0,501,13.6,0,1.4,3.92,29.7
11,660985B001,진주시 초전동,2020-01-11,3.1,10.2,-3.3,76.2,57.4,0.8,0,,10.1,0,2.4,3.98,33.1
11,429843A001,시흥시 하중동,2020-01-11,-0.6,4.6,-4.5,49.8,303.3,0.3,0,358,13.5,0,,2.78,
12,590823A001,남원시 이백면,2020-01-12,1.6,3.9,0.3,70.4,267.7,0.9,0,26,3.9,0,1.5,5.55,25.5
12,536824B002,해남군 옥천면,2020-01-12,3.3,5.2,1.9,68.5,295.1,1.2,0,58,5.4,,,5.99,5
11,487915A001,포천시 신북면,2020-01-12,-2.7,1.9,-6.3,73.5,319,0.1,0,527,8.3,0,,,
12,429843A001,시흥시 하중동,2020-01-12,-0.5,2.8,-4,49.8,304.9,0.7,0,351,14.5,0,,2.55,
12,534833E001,무안군 청계면,2020-01-12,3.9,5.2,1.4,73.2,319.8,1.5,0,0,3.9,0,3.6,4.98,27.5
12,635821A001,창녕군 대지면,2020-01-12,2.4,8.4,-2.7,61.9,308.6,1.5,0,526,9.5,0,1.9,5.18,25
12,660985B001,진주시 초전동,2020-01-12,3.9,7.2,-0.2,61.8,328.4,2.4,0,,11,0,2.9,4.52,32.8
12,714902A001,청도군 화양읍,2020-01-12,1.8,7.1,-2.8,63.7,282,1,0,522,14.2,0,1.4,3.8,29.3
12,330846A001,천안시 목천읍,2020-01-12,-0.1,3.6,-3.4,72.6,184.3,0.1,0,,25,0,-0.2,1.41,18.6
12,063057B009,제주시 애월읍,2020-01-12,4.8,5.9,3.8,69.8,,0,0,,3,0,4.8,6.43,22
12,539823A001,진도군 군내면,2020-01-12,4.8,6,3.8,61,270,2.7,0,16,4.5,0,,6.9,31
12,742290A001,상주시 초산동,2020-01-12,1.2,5,-1.2,54.4,249.8,1.5,0,450,10.1,0,1,0,
12,037268B004,상주시 공성면,2020-01-12,1.1,4.2,-1.5,58.4,268.1,1.5,0,397,9.8,0,,4.04,21.3
12,269811A001,철원군 동송읍,2020-01-12,-2.2,1.1,-4.4,79.1,271.4,1.1,0,,5.8,0,-1.7,2.1,32.5
12,618803A001,부산시 강서구,2020-01-12,3.9,8,0.6,19.1,61,3.2,0,515,11.6,0,,5.72,13.3
12,627911A001,밀양시 상남면,2020-01-12,3,8,-2.2,62.5,286.2,1.9,0,489,11.5,0,,5.59,27.8
13,037268B004,상주시 공성면,2020-01-13,0.3,3.1,-3,53.8,278.1,2.4,0,284,9,0,,4.01,21
13,590823A001,남원시 이백면,2020-01-13,0.4,3.4,-3.9,75.4,268.8,1.2,0,126,5.6,0,0,5.65,24.8
13,539823A001,진도군 군내면,2020-01-13,3.7,6.1,0.6,63.6,264.7,2.1,0,119,6.4,34,,6.63,30.3
13,536824B002,해남군 옥천면,2020-01-13,2.1,5.5,-2.4,71.2,292.8,0.9,0,235,7.8,,,5.75,5
13,627911A001,밀양시 상남면,2020-01-13,0.5,7,-4.8,71.4,295.5,1.2,0,342,9.9,9,,5,27.5
13,660985B001,진주시 초전동,2020-01-13,1,6.7,-3.5,74.5,320.1,1.3,0,,9.4,0,0.5,3.35,32.4
13,429843A001,시흥시 하중동,2020-01-13,-2.5,0.9,-5.1,49.7,304.4,0.8,0,370,15.8,0,,2.38,
13,618803A001,부산시 강서구,2020-01-13,2.4,6.9,-2.8,20,59.4,2.2,0,539,11.8,0,,5.3,12.7
13,742290A001,상주시 초산동,2020-01-13,0.7,4.3,-3.9,48.1,253.7,1.6,0,476,11.5,0,0.7,0,
13,714902A001,청도군 화양읍,2020-01-13,0.6,6,-3.5,63.6,271.8,0.8,0,327,10.7,0,0,3.54,29
12,487915A001,포천시 신북면,2020-01-13,-5.3,0.4,-9.3,71,241.3,0.3,0,436,15.6,0,,,
13,063057B009,제주시 애월읍,2020-01-13,4.4,6,3.4,68.3,,0,0,,5.1,0,4.6,5.75,21.6
13,330846A001,천안시 목천읍,2020-01-13,-1.4,1.2,-5,67.5,233,0.2,0,,26.1,0,-1.6,1.38,18.8
13,635821A001,창녕군 대지면,2020-01-13,-0.4,6.9,-5.5,73.4,274.1,0.9,0,373,8.7,0,-0.7,4.87,24.8
13,269811A001,철원군 동송읍,2020-01-13,-4.2,-0.7,-7.1,68.6,262.4,1.3,0,,10.7,0,-3.5,2.05,32.4
13,534833E001,무안군 청계면,2020-01-13,3,5.1,0.8,72.3,332.8,1.7,0,251,9.1,0,3.3,5.13,27.2
14,714902A001,청도군 화양읍,2020-01-14,0.8,5.5,-3.6,51.4,288,0.7,0,425,10.9,0,0.3,3.4,28.8
14,429843A001,시흥시 하중동,2020-01-14,-2.4,3.3,-6.6,49.7,310.8,0.1,0,363,13,0,,2.11,
14,330846A001,천안시 목천읍,2020-01-14,-2.3,3.3,-6.5,67.6,169.8,0,0,,27.6,0,-2.4,1.2,17.3
13,487915A001,포천시 신북면,2020-01-14,-5.7,2.5,-11.7,61.4,199.7,0.2,0,548,19.5,0,,,
14,627911A001,밀양시 상남면,2020-01-14,1.1,6.4,-2.7,55.3,293.6,1.4,0,222,7.3,0,,4.77,27.2
14,590823A001,남원시 이백면,2020-01-14,0.4,5.7,-3.4,62.8,343.7,1.3,0,368,9.2,0,0.2,5.2,23.9
14,742290A001,상주시 초산동,2020-01-14,-0.3,5.8,-4.3,50.7,179.7,0.5,0,499,10.4,0,-0.6,0,
14,635821A001,창녕군 대지면,2020-01-14,1,6.1,-3.9,51.6,355.9,1.9,0,361,8,0,0.5,4.72,24.7
14,269811A001,철원군 동송읍,2020-01-14,-5,1.7,-9.7,69.9,266.5,0.2,0,,10.9,0,-3.6,1.99,32.1
14,536824B002,해남군 옥천면,2020-01-14,0.5,5.1,-3.7,80.2,303.6,0.3,0,99,5.7,,,5.37,5
14,539823A001,진도군 군내면,2020-01-14,1.8,6.4,-1.9,66.9,144.7,1.3,0,226,7.8,291,,6.31,29.7
14,618803A001,부산시 강서구,2020-01-14,1.5,9.6,-2.3,12.4,69,1.8,0,463,10,0,,5.02,12.4
14,534833E001,무안군 청계면,2020-01-14,1.6,5.6,-0.9,72.9,34,1.1,0,250,8.2,0,2,4.79,26.9
14,660985B001,진주시 초전동,2020-01-14,1.3,6.4,-3,65.6,24.8,1.5,0,,7,0,0.7,3.11,32.1
14,063057B009,제주시 애월읍,2020-01-14,1.9,3.6,0.4,88,,0,8,,3,934,2.2,5.07,21.9
14,037268B004,상주시 공성면,2020-01-14,-0.9,4.8,-4.8,58.7,270.8,0.8,0,452,10.3,0,,3.84,20.8
15,660985B001,진주시 초전동,2020-01-15,0.2,6.9,-5.7,71.9,10.2,1.3,0,,11.3,0,-0.2,2.58,31.7
15,742290A001,상주시 초산동,2020-01-15,-1.5,4.3,-6,56.1,227.6,0.7,0,528,11.6,0,-1.9,0,
14,487915A001,포천시 신북면,2020-01-15,-6.1,1.6,-11.9,63.6,207.6,0.2,0,539,19.4,0,,,
15,534833E001,무안군 청계면,2020-01-15,0.3,4.3,-3.3,83.3,342.5,0.9,0,209,8.1,0,0.1,4.12,26.6
15,618803A001,부산시 강서구,2020-01-15,1,6,-4.1,19.9,49.9,2,0,538,12.5,0,,4.44,12
15,536824B002,해남군 옥천면,2020-01-15,-1.2,5,-7.1,80.1,302.6,0.6,0,388,10.7,,,4.64,
15,063057B009,제주시 애월읍,2020-01-15,3,5,1.4,75,,0,0,,3.2,34,2.9,4.44,23.4
15,037268B004,상주시 공성면,2020-01-15,-2.3,3.5,-7.7,64.6,281,1.1,0,497,12,16,,3.66,20.5
15,635821A001,창녕군 대지면,2020-01-15,-1,5.7,-6.8,65.5,9.5,1.2,0,522,10.3,0,-1.7,4.28,24.6
15,590823A001,남원시 이백면,2020-01-15,-1.5,4.2,-5.3,73.5,281.8,1,0,355,10.1,45,-2.1,4.8,23.3
15,330846A001,천안시 목천읍,2020-01-15,-2.8,2,-7.2,69.6,169.8,0.1,0,,28.1,0,-2.9,0.91,15.3
15,714902A001,청도군 화양읍,2020-01-15,-0.8,5.6,-6.7,60.9,256.5,0.7,0,531,14.8,0,-1.1,2.99,28.5
15,269811A001,철원군 동송읍,2020-01-15,-5.5,0.7,-10.4,72.6,258.7,0.1,0,,10.8,0,-3.8,1.9,31.6
15,539823A001,진도군 군내면,2020-01-15,0.8,5.3,-4.2,74.4,217.4,1.1,0,101,6.9,633,,5.76,29.3
15,627911A001,밀양시 상남면,2020-01-15,-0.1,6.2,-5.9,62.7,270.3,1.4,0,510,12.3,0,,4.33,27
15,429843A001,시흥시 하중동,2020-01-15,-3,2.5,-7.9,49.7,310.2,0.3,0,397,15.3,0,,1.91,
16,269811A001,철원군 동송읍,2020-01-16,-5,2.4,-9.9,73.7,269.4,0,0,,10.6,0,-3.4,1.84,31.1
15,487915A001,포천시 신북면,2020-01-16,-5.6,2.4,-11,63.6,213.8,0.3,0,529,18.3,0,,,
16,536824B002,해남군 옥천면,2020-01-16,1.7,7.1,-2.7,60.5,317,0.6,0,352,9.7,,,4.87,
16,330846A001,천안시 목천읍,2020-01-16,-2.5,3.1,-7.3,64.3,211.2,0.1,0,,27.7,0,-2.8,0.47,11.2
16,037268B004,상주시 공성면,2020-01-16,-1.3,5.8,-7.1,56.8,265.9,0.8,0,459,11.3,0,,3.36,20.3
16,742290A001,상주시 초산동,2020-01-16,-0.4,8.3,-5.7,48.9,165.4,0.4,0,481,11.3,0,-0.8,0,
16,627911A001,밀양시 상남면,2020-01-16,1,8.8,-4.5,52.8,296.1,1.5,0,283,9.3,0,,3.93,26.9
16,534833E001,무안군 청계면,2020-01-16,1.3,5.5,-2.7,69.7,5.8,1.3,0,457,11,0,1.7,4.11,26.4
16,618803A001,부산시 강서구,2020-01-16,1.3,9.6,-3.6,13.3,82.3,1,0,496,10.2,0,,4.22,11.9
16,429843A001,시흥시 하중동,2020-01-16,-2.3,3.8,-7.1,49.7,327,0.2,0,372,14.5,0,,1.72,
16,539823A001,진도군 군내면,2020-01-16,2.5,6.5,0,57.2,204.8,1.5,0,302,9.8,0,,5.7,28.9
16,714902A001,청도군 화양읍,2020-01-16,-0.2,7.8,-6.4,53.3,236.8,0.4,0,374,12.2,0,-0.1,2.65,28.3
16,660985B001,진주시 초전동,2020-01-16,0.7,7.2,-4.6,65.8,28.9,0.9,0,,9,0,0.4,2.6,31.4
16,063057B009,제주시 애월읍,2020-01-16,3.5,6.4,1.5,73,,0,0,,6.9,0,4,5.05,23.1
16,635821A001,창녕군 대지면,2020-01-16,-0.1,7.1,-6.1,55,341.3,1.1,0,320,8.8,0,-1,3.93,24.5
16,590823A001,남원시 이백면,2020-01-16,-0.4,7.1,-5.8,64.7,239.9,0.6,0,397,10.3,0,-0.8,4.41,23
17,534833E001,무안군 청계면,2020-01-17,1.3,5.5,-3.6,68,327.6,1.2,0,513,11.1,0,1.2,4.25,26.1
17,627911A001,밀양시 상남면,2020-01-17,3.3,8.7,-0.4,54.1,306.2,1.9,0,312,9.4,0,,4.29,26.7
17,539823A001,진도군 군내면,2020-01-17,3.5,6.9,-0.7,56.9,256.6,1.8,0,483,12,0,,5.85,28.5
17,037268B004,상주시 공성면,2020-01-17,-1.6,6.1,-5.7,61.4,49.4,0.3,0,210,8.1,0,,3.25,20.1
17,063057B009,제주시 애월읍,2020-01-17,4,6.3,2.8,69.3,,0,0,,9.5,0,4.4,5.58,22.6
17,618803A001,부산시 강서구,2020-01-17,3.7,9.6,-0.5,17.9,75.8,1,0,496,10.2,0,,4.75,11.6
16,487915A001,포천시 신북면,2020-01-17,-3.6,5.5,-10,62.1,253,0.2,0,549,17.5,0,,,
17,742290A001,상주시 초산동,2020-01-17,-1,6.3,-4.8,56.1,83.4,0.1,0,301,7.8,0,-1.4,0,
17,635821A001,창녕군 대지면,2020-01-17,1.7,7.9,-2.7,52.9,342.2,1.2,0,293,6.7,0,0.6,4.04,24.4
17,660985B001,진주시 초전동,2020-01-17,2.6,9.6,-2.5,59,69.2,0.4,0,,8.8,0,1.8,3.27,31.2
17,714902A001,청도군 화양읍,2020-01-17,1.5,9.1,-2.5,61.3,253.8,0.4,0,230,9.6,0,1.4,2.83,28
17,429843A001,시흥시 하중동,2020-01-17,-1.3,5,-5.2,49.7,316.8,0,0,375,13.5,0,,1.59,
17,269811A001,철원군 동송읍,2020-01-17,-3.3,5.9,-9.4,74.1,273.4,0.2,0,,9.9,0,-2.7,1.76,30.8
17,590823A001,남원시 이백면,2020-01-17,0.3,7.2,-4.6,58.7,273.7,0.7,0,458,9.3,0,-0.4,4.67,22.8
17,536824B002,해남군 옥천면,2020-01-17,1.7,6.9,-2.2,63.8,302.8,0.8,0,396,10.7,,,5.07,
17,330846A001,천안시 목천읍,2020-01-17,-1.9,3.8,-6.6,64.2,113.2,0.1,0,,26.4,0,-2.2,0.31,8.6
18,618803A001,부산시 강서구,2020-01-18,4.4,9.5,-0.2,33.8,60.9,1.4,1,112,7.7,411,,5.31,11.3
18,627911A001,밀양시 상남면,2020-01-18,3.5,8,-1.2,64.7,294.8,2.6,0,31,6.1,38,,4.78,26.5
18,330846A001,천안시 목천읍,2020-01-18,-1,5.5,-6.2,61.9,256.9,0.2,0,,26,0,-1.5,0.2,7.9
18,742290A001,상주시 초산동,2020-01-18,1.1,9.4,-3.6,47.1,200.3,0.5,0,374,9.5,0,0.7,0,
18,714902A001,청도군 화양읍,2020-01-18,2.8,7.8,-2.9,57.3,194.3,0.6,0,101,8.4,0,2,3.49,27.9
17,487915A001,포천시 신북면,2020-01-18,-2.5,6.2,-8.5,63.3,217.7,0.2,0,551,18.8,0,,,
18,660985B001,진주시 초전동,2020-01-18,2.9,11.1,-3.9,60.2,40.9,1.3,0,,10.4,0,1.6,3.04,31
18,539823A001,진도군 군내면,2020-01-18,3.6,7.4,-2.1,66.4,254.5,1.8,0,447,11.7,385,,5.56,28.1
18,037268B004,상주시 공성면,2020-01-18,0.1,7.4,-5.8,52.4,269.7,1,0,332,9.8,0,,3.21,20
18,269811A001,철원군 동송읍,2020-01-18,-1.9,5.6,-7.1,72.8,302.3,0,0,,10.7,0,-1.6,1.7,30.7
18,635821A001,창녕군 대지면,2020-01-18,2.6,9.2,-3.9,52.8,358.4,1.7,0,170,6.4,0,1.6,4.18,24.2
18,536824B002,해남군 옥천면,2020-01-18,2.3,6.8,-2.9,68.2,307.5,1,0,439,12.1,,,4.78,
18,429843A001,시흥시 하중동,2020-01-18,-1.1,6.2,-5.8,49.7,265.9,0.1,0,388,15.1,0,,1.55,
18,590823A001,남원시 이백면,2020-01-18,-1.1,6.8,-6.9,64.2,282.4,1,0,533,12.9,14,-2.1,4.21,22.5
18,063057B009,제주시 애월읍,2020-01-18,4.4,5.9,3.2,68.8,,0,0,,4.3,0,4.2,4.92,22.2
18,534833E001,무안군 청계면,2020-01-18,0,6.3,-5.8,85.7,328.9,0.9,0,492,12.7,0,-0.3,3.47,25.8
19,536824B002,해남군 옥천면,2020-01-19,1.6,7,-4,87,296.2,0.4,0,2,3.8,,,4.66,
19,037268B004,상주시 공성면,2020-01-19,1.3,8.1,-6.1,62.9,263.6,1.3,0,225,8.2,0,,3.21,19.9
18,487915A001,포천시 신북면,2020-01-19,-1.1,5,-5.3,72.7,332.8,0.1,0,384,4.4,0,,,
19,627911A001,밀양시 상남면,2020-01-19,2.2,10.2,-3.6,63.6,237.2,1.2,0,292,8.5,9,,4.63,26.3
19,714902A001,청도군 화양읍,2020-01-19,0.7,8.7,-5.6,66.3,248.5,0.6,0,228,9.9,0,0.2,3.48,27.7
19,429843A001,시흥시 하중동,2020-01-19,1.5,6.3,-3.1,49.7,306.8,0.9,0.5,174,9.7,0,,1.52,
19,618803A001,부산시 강서구,2020-01-19,2.7,9,-2.2,27.5,76.7,1.6,0,264,8.3,0,,5.24,11.2
19,269811A001,철원군 동송읍,2020-01-19,-0.5,3.3,-4.6,75.7,188.4,1,0,,5.2,0,-1.5,1.69,30.7
19,635821A001,창녕군 대지면,2020-01-19,0.7,9.3,-5.9,68.4,247.9,1.2,0,309,7.9,0,0.1,4.08,24.1
19,330846A001,천안시 목천읍,2020-01-19,0.5,7.1,-4.1,72.2,119.6,0.2,0,,21.7,0,0.2,0.21,8.2
19,063057B009,제주시 애월읍,2020-01-19,5.6,7.3,2.1,72.7,,0,0,,1.3,87,5,4.95,21.7
19,660985B001,진주시 초전동,2020-01-19,1.3,9.8,-3.9,75.6,210.1,0.5,0,,8.5,0,0.8,2.93,30.8
19,539823A001,진도군 군내면,2020-01-19,4.5,9.8,-1.6,73.6,268.9,1.8,0,55,4.7,268,,5.75,27.8
19,590823A001,남원시 이백면,2020-01-19,-0.1,5.9,-4.6,82,235.2,0.6,0,98,5.9,94,-1,4.11,22.5
19,534833E001,무안군 청계면,2020-01-19,1.6,8.5,-2,93.6,3.7,0.7,0,10,4.1,0,0.9,3.47,25.6
19,742290A001,상주시 초산동,2020-01-19,2.2,8.2,-4,54.8,242.7,1.3,0,198,6.7,0,1.8,0,
20,330846A001,천안시 목천읍,2020-01-20,1.3,6,-2.4,69.6,183.9,0.4,0.5,,23.9,0,1,0.47,12.2
20,269811A001,철원군 동송읍,2020-01-20,-0.9,3.8,-5.1,64.1,221.3,1.3,0,,8.9,0,-1,1.64,30.8
20,037268B004,상주시 공성면,2020-01-20,3.2,6.8,-0.5,51.8,273.8,2.3,0,378,10.2,0,,3.41,19.8
20,590823A001,남원시 이백면,2020-01-20,1,6.6,-3.3,75.2,264.9,1,0,261,8.1,109,0.1,4.24,22.3
20,627911A001,밀양시 상남면,2020-01-20,1.4,9.1,-4.5,70.7,277.2,1.1,0,431,10.9,84,,4.57,26.1
20,742290A001,상주시 초산동,2020-01-20,3.2,7.4,-0.9,49.6,250.4,1.7,0,440,10,0,2.8,0,
20,536824B002,해남군 옥천면,2020-01-20,2.1,7.9,-3.8,72.5,288.9,0.8,0,412,11.2,,,4.74,
20,660985B001,진주시 초전동,2020-01-20,1.3,8.3,-5.2,76.1,324.3,1.1,0,,10.1,0,0.7,2.75,30.5
20,539823A001,진도군 군내면,2020-01-20,5.4,8.2,-1.2,55.3,267.8,2.7,0,500,12.8,192,,5.8,27.6
20,063057B009,제주시 애월읍,2020-01-20,5.7,7.6,4,62.8,,0,0,,9.1,0,5.7,5.57,21.3
20,635821A001,창녕군 대지면,2020-01-20,0.6,9,-5.6,70.6,269.8,0.8,0,440,8.7,0,-0.4,4.06,24
20,534833E001,무안군 청계면,2020-01-20,3.2,8,-2.2,76.4,313.3,1,0,430,11.9,0,3,4.07,25.4
19,487915A001,포천시 신북면,2020-01-20,-1.4,5.2,-6.9,65.5,271.5,0.9,0,505,12.8,0,,,
20,429843A001,시흥시 하중동,2020-01-20,1.1,5.9,-2.8,49.7,311.4,1.3,0,375,15.1,0,,1.58,
20,714902A001,청도군 화양읍,2020-01-20,0.9,8.2,-5.1,67.1,271.1,0.7,0,468,12.5,0,0.3,3.31,27.6
20,618803A001,부산시 강서구,2020-01-20,3.8,9.1,-2,19.9,61,2,0,552,12.1,0,,4.87,11.1
21,330846A001,천안시 목천읍,2020-01-21,-1.3,5.2,-6.9,49.5,128.3,0.1,0,,26.9,0,-1.7,0.44,11.5
21,635821A001,창녕군 대지면,2020-01-21,1.2,9,-5.4,50.4,348.3,1.2,0,545,11.4,0,-0.3,3.92,23.9
21,714902A001,청도군 화양읍,2020-01-21,1.5,9.5,-3.3,45.9,222.1,0.5,0,541,16.1,0,0.8,2.99,27.5
21,660985B001,진주시 초전동,2020-01-21,2.3,9.7,-3.4,53.3,14.8,1.3,0,,12.2,0,1.5,2.66,30.3
21,742290A001,상주시 초산동,2020-01-21,-0.5,6.6,-6.3,44,258.5,0.5,0,545,12.9,0,-0.9,0,
21,429843A001,시흥시 하중동,2020-01-21,-1.4,5.4,-6.7,49.7,152.6,0.1,0,409,15.4,0,,1.65,
21,269811A001,철원군 동송읍,2020-01-21,-3.9,3.9,-9.9,69.3,,0,0,,11.4,0,-2.3,1.6,30.8
21,627911A001,밀양시 상남면,2020-01-21,1.9,9.3,-3.4,54.6,261.9,1,0,518,13.2,0,,4.35,26
21,536824B002,해남군 옥천면,2020-01-21,2.3,9.1,-3.8,58.5,121.8,0.6,0,454,12.8,,,4.75,
21,590823A001,남원시 이백면,2020-01-21,0.2,9.1,-7.3,60,161.7,0.9,0,540,13.6,16,-0.7,4.12,22.2
21,539823A001,진도군 군내면,2020-01-21,3.6,9.8,-0.8,54.3,119.5,1.4,0,558,14.3,0,,5.58,27.2
21,063057B009,제주시 애월읍,2020-01-21,4.7,8.1,0.9,70.9,,0,0,,14.2,0,5.8,5.51,20.8
21,534833E001,무안군 청계면,2020-01-21,1.7,9.8,-4.1,66.4,29.5,1,0,532,13.6,0,1.5,4,25.2
21,037268B004,상주시 공성면,2020-01-21,-1.2,7.1,-7.9,52.6,322.9,0.7,0,520,12.8,0,,3.53,19.7
20,487915A001,포천시 신북면,2020-01-21,-3.4,5.1,-10.6,53.3,174,0.2,0,551,21.9,0,,,
21,618803A001,부산시 강서구,2020-01-21,3.2,8.8,-2.4,15.9,81.5,1.5,0,558,13,0,,4.72,10.8
22,618803A001,부산시 강서구,2020-01-22,4.5,6.2,1.3,52.9,69.7,0.8,9.5,0,1.5,529,,5.03,6
21,487915A001,포천시 신북면,2020-01-22,0.7,8.5,-3.5,46.9,233,0.3,0,390,9.7,0,,,
